state,destination,latitude,longitude,interest,region,type,activities,budget_category,best_season,rating,popularity_score,description,score
sikkim,Shopping at Lal Bazaar,27.3516407,88.3239309,shopping & markets,North-East,city,"exploration,local experience",low,All,4.6,56.0,"Shopping at Lal Bazaar is a city destination in sikkim known for exploration,local experience. It is ideal for explorers and tourists",2.04
sikkim,Tsuk La Khang Monastery,27.3261111,88.6147222,religious & spiritual pilgrimages,North-East,religious,"temple,spiritual,peace",low,all,4.7,99.0,"Tsuk La Khang Monastery is a religious destination in sikkim known for temple,spiritual,peace. It is ideal for spiritual seekers",2.92
sikkim,Hanuman Tok,27.3478348,88.628696,religious & spiritual pilgrimages,North-East,religious,"temple,spiritual,peace",low,all,4.3,97.0,"Hanuman Tok is a religious destination in sikkim known for temple,spiritual,peace. It is ideal for spiritual seekers",2.8
sikkim,Seven Sisters waterfall,27.44375253,88.60777208,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",low,winter,4.4,56.0,"Seven Sisters waterfall is a wildlife destination in sikkim known for safari,photography,nature. It is ideal for history and cultural lover",2.0
sikkim,Rumtek monastery,27.3059105,88.5362892,religious & spiritual pilgrimages,North-East,religious,"temple,spiritual,peace",low,all,4.2,74.0,"Rumtek monastery is a religious destination in sikkim known for temple,spiritual,peace. It is ideal for spiritual seekers",2.3200000000000003
sikkim,Tsongmo lake ,27.3741667,88.7619444,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",low,winter,4.2,69.0,"Tsongmo lake  is a wildlife destination in sikkim known for safari,photography,nature. It is ideal for history and cultural lover",2.22
sikkim,Shingba Rhododendron sanctuary,27.8012861,88.7695197,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",low,winter,3.8,68.0,"Shingba Rhododendron sanctuary is a wildlife destination in sikkim known for safari,photography,nature. It is ideal for history and cultural lover",2.12
sikkim,Khangchendzonga biosphere reserve,27.6672446,88.3245556,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",low,winter,3.2,96.0,"Khangchendzonga biosphere reserve is a wildlife destination in sikkim known for safari,photography,nature. It is ideal for history and cultural lover",2.56
sikkim,Skiing by Mt Katao,27.6525132,88.8128996,adventure & outdoor activities,North-East,adventure,"trekking,rafting,paragliding",luxury,summer,4.0,79.0,"Skiing by Mt Katao is a adventure destination in sikkim known for trekking,rafting,paragliding. It is ideal for adventure lover",10.38
sikkim,Banjkhari falls,27.3507643,88.6032316,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",low,winter,4.0,85.0,"Banjkhari falls is a wildlife destination in sikkim known for safari,photography,nature. It is ideal for history and cultural lover",2.5
sikkim,Himalayan Zoological park,27.3567013,88.6300149,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",medium,winter,4.0,95.0,"Himalayan Zoological park is a wildlife destination in sikkim known for safari,photography,nature. It is ideal for history and cultural lover",2.7
sikkim,Pemayangtse Monastery,27.303354,88.253716,cultural & heritage sites,North-East,heritage,"culture,forts,shopping,history",low,winter,4.8,86.0,"Pemayangtse Monastery is a heritage destination in sikkim known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.6799999999999997
sikkim,Kanchenjunga waterfalls and national park,27.3586875,88.1988125,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",low,winter,4.8,54.0,"Kanchenjunga waterfalls and national park is a wildlife destination in sikkim known for safari,photography,nature. It is ideal for history and cultural lover",2.04
sikkim,Rabdentse Ruins,27.301403,88.2566223,cultural & heritage sites,North-East,heritage,"culture,forts,shopping,history",low,winter,5.0,90.0,"Rabdentse Ruins is a heritage destination in sikkim known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.8
sikkim,Rinchenpong bazaar,27.243277,88.2708571,shopping & markets,North-East,city,"exploration,local experience",low,All,4.3,51.0,"Rinchenpong bazaar is a city destination in sikkim known for exploration,local experience. It is ideal for explorers and tourists",1.88
sikkim,Rural Artisan Marketing Centre,27.3007124,88.2358993,shopping & markets,North-East,city,"exploration,local experience",low,All,4.3,77.0,"Rural Artisan Marketing Centre is a city destination in sikkim known for exploration,local experience. It is ideal for explorers and tourists",2.4
sikkim,Sewaro Rock garden,27.3158029,88.1898361,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",low,winter,5.0,72.0,"Sewaro Rock garden is a wildlife destination in sikkim known for safari,photography,nature. It is ideal for history and cultural lover",2.44
sikkim,Singshore suspension bridge,27.2604072,88.1129982,"adventure & outdoor activities,sightseeing & exploration",North-East,adventure,"trekking,rafting,paragliding",low,summer,4.7,98.0,"Singshore suspension bridge is a adventure destination in sikkim known for trekking,rafting,paragliding. It is ideal for adventure lover",10.899999999999999
sikkim,Pelling Skywalk,27.2969309,88.2195178,"adventure & outdoor activities,sightseeing & exploration",North-East,adventure,"trekking,rafting,paragliding",low,summer,4.4,90.0,"Pelling Skywalk is a adventure destination in sikkim known for trekking,rafting,paragliding. It is ideal for adventure lover",10.680000000000001
sikkim,Kalimpong,27.0593562,88.4694535,sightseeing & exploration,North-East,city,"exploration,local experience",low,All,4.5,67.0,"Kalimpong is a city destination in sikkim known for exploration,local experience. It is ideal for explorers and tourists",2.24
sikkim,Char Dham,27.3516407,88.3239309,religious & spiritual pilgrimages,North-East,religious,"temple,spiritual,peace",low,all,4.8,84.0,"Char Dham is a religious destination in sikkim known for temple,spiritual,peace. It is ideal for spiritual seekers",2.6399999999999997
sikkim, Tendong Hill & Biodiversity park,27.3516407,88.3239309,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",low,winter,5.0,63.0," Tendong Hill & Biodiversity park is a wildlife destination in sikkim known for safari,photography,nature. It is ideal for history and cultural lover",2.26
sikkim,Doling Gompa ,27.3516407,88.3239309,religious & spiritual pilgrimages,North-East,religious,"temple,spiritual,peace",low,all,4.5,84.0,"Doling Gompa  is a religious destination in sikkim known for temple,spiritual,peace. It is ideal for spiritual seekers",2.58
sikkim,Ngadak monastery,27.1732407,88.3706278,religious & spiritual pilgrimages,North-East,religious,"temple,spiritual,peace",low,all,4.7,53.0,"Ngadak monastery is a religious destination in sikkim known for temple,spiritual,peace. It is ideal for spiritual seekers",2.0
sikkim,Maenam Wildlife sanctuary,27.3239572,88.3799727,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",high,winter,4.7,95.0,"Maenam Wildlife sanctuary is a wildlife destination in sikkim known for safari,photography,nature. It is ideal for history and cultural lover",4.84
sikkim,Samdruptse Hill,27.1799743,88.3796775,religious & spiritual pilgrimages,North-East,religious,"temple,spiritual,peace",low,all,3.9,85.0,"Samdruptse Hill is a religious destination in sikkim known for temple,spiritual,peace. It is ideal for spiritual seekers",2.48
sikkim,Buddha Park,27.3143623,88.3632705,"arts, science & literature attractions",North-East,city,"exploration,local experience",low,All,3.8,58.0,"Buddha Park is a city destination in sikkim known for exploration,local experience. It is ideal for explorers and tourists",1.92
sikkim,Ralang monastery,27.327015,88.355095,religious & spiritual pilgrimages,North-East,religious,"temple,spiritual,peace",low,all,3.7,97.0,"Ralang monastery is a religious destination in sikkim known for temple,spiritual,peace. It is ideal for spiritual seekers",2.68
sikkim,Doling Gompa ,27.3516407,88.3239309,religious & spiritual pilgrimages,North-East,religious,"temple,spiritual,peace",low,all,34.0,92.0,"Doling Gompa  is a religious destination in sikkim known for temple,spiritual,peace. It is ideal for spiritual seekers",8.64
sikkim,Kheunpheling Carpet centre,27.3516407,88.3239309,shopping & markets,North-East,city,"exploration,local experience",luxury,All,4.3,62.0,"Kheunpheling Carpet centre is a city destination in sikkim known for exploration,local experience. It is ideal for explorers and tourists",2.1
sikkim,Rayong sunrise point,27.3516407,88.3239309,sightseeing & exploration,North-East,city,"exploration,local experience",low,All,4.1,73.0,"Rayong sunrise point is a city destination in sikkim known for exploration,local experience. It is ideal for explorers and tourists",2.28
sikkim,Borong Hot springs,27.3657693,88.3278092,"natural landscapes & wildlife, sightseeing & exploration",North-East,wildlife,"safari,photography,nature",low,winter,4.0,54.0,"Borong Hot springs is a wildlife destination in sikkim known for safari,photography,nature. It is ideal for history and cultural lover",1.8800000000000001
sikkim,Temi tea garden,27.2398,88.427643,sightseeing & exploration,North-East,city,"exploration,local experience",medium,All,4.0,60.0,"Temi tea garden is a city destination in sikkim known for exploration,local experience. It is ideal for explorers and tourists",2.0
sikkim,Maenam hill,27.3516407,88.3239309,"natural landscapes & wildlife, adventure & outdoor activities, sightseeing & exploration",North-East,wildlife,"safari,photography,nature",low,winter,4.0,71.0,"Maenam hill is a wildlife destination in sikkim known for safari,photography,nature. It is ideal for history and cultural lover",2.2199999999999998
assam,Kamakhya Temple,26.1664108,91.7055031,religious & spiritual pilgrimages,North-East,religious,"temple,spiritual,peace",low,all,4.9,98.0,"Kamakhya Temple is a religious destination in assam known for temple,spiritual,peace. It is ideal for spiritual seekers",2.94
assam,Kalakshetra theatre and artifact museum,26.2006043,92.9375739,"arts, science & literature attractions",North-East,city,"exploration,local experience",medium,All,4.8,77.0,"Kalakshetra theatre and artifact museum is a city destination in assam known for exploration,local experience. It is ideal for explorers and tourists",2.5
assam,Assam state museum,26.185175,91.7520769,cultural & heritage sites,North-East,heritage,"culture,forts,shopping,history",low,winter,4.7,60.0,"Assam state museum is a heritage destination in assam known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.14
assam,Guwahati planetarium,26.1914,91.7519611,"arts, science & literature attractions",North-East,city,"exploration,local experience",medium,All,4.8,89.0,"Guwahati planetarium is a city destination in assam known for exploration,local experience. It is ideal for explorers and tourists",2.74
assam,Sunset cruise by river Brahmaputra,26.2006043,92.9375739,sightseeing & exploration,North-East,city,"exploration,local experience",low,All,3.8,80.0,"Sunset cruise by river Brahmaputra is a city destination in assam known for exploration,local experience. It is ideal for explorers and tourists",2.3600000000000003
assam,Pobitora wildlife sanctuary,26.2307847,92.0550609,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",low,winter,4.0,61.0,"Pobitora wildlife sanctuary is a wildlife destination in assam known for safari,photography,nature. It is ideal for history and cultural lover",2.02
assam,Bird watching by Deepor Beel lake,26.1176941,91.6493532,"natural landscapes & wildlife, sightseeing & exploration",North-East,wildlife,"safari,photography,nature",low,winter,4.0,87.0,"Bird watching by Deepor Beel lake is a wildlife destination in assam known for safari,photography,nature. It is ideal for history and cultural lover",2.54
assam,Assam State Zoo,26.1635189,91.7807253,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",low,winter,4.0,63.0,"Assam State Zoo is a wildlife destination in assam known for safari,photography,nature. It is ideal for history and cultural lover",2.06
assam,Kamakhya Temple,26.1664108,91.7055031,religious & spiritual pilgrimages,North-East,religious,"temple,spiritual,peace",low,all,4.7,70.0,"Kamakhya Temple is a religious destination in assam known for temple,spiritual,peace. It is ideal for spiritual seekers",2.3400000000000003
